source	type	target	context	_articleid	new_type	source_len	target_len	source_type	target_type	close_source_name	close_target_name	close_source_score	close_target_score
blackwell, clark and lam	Event.Transaction	york-castillo	inked multiple fishing deals with York-Castillo	Blackwell, Clark and Lam__0__1__Haacklee Herald	Neutral	24	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	blackwell, clark and lam	york-castillo	0	0
blackwell, clark and lam	Event.Transaction	murphy, marshall and pope	signed multiple conference agreements and investments in safety, sustainable nets, and tracking systems	Blackwell, Clark and Lam__0__1__Lomark Daily	Neutral	24	25	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	blackwell, clark and lam	murphy, marshall and pope	0	0
blackwell, clark and lam	Event.Transaction	thomas-weaver	signed multiple conference agreements and investments in safety, sustainable nets, and tracking systems	Blackwell, Clark and Lam__0__1__Lomark Daily	Positive	24	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	blackwell, clark and lam	thomas-weaver	0	0
blackwell, clark and lam	Event.Transaction	jefferson inc	established partnerships	Blackwell, Clark and Lam__0__1__Lomark Daily	Positive	24	13	Entity.Organization.FishingCompany	Entity.Organization.Company	blackwell, clark and lam	jefferson inc	0	0
blackwell, clark and lam	Event.Transaction	barnes and sons	established partnerships	Blackwell, Clark and Lam__0__1__Lomark Daily	Positive	24	15	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	blackwell, clark and lam	barnes and sons	0	0
blackwell, clark and lam	Event.Transaction	phelps, brown and wallace	established partnerships	Blackwell, Clark and Lam__0__1__Lomark Daily	Neutral	24	25	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	blackwell, clark and lam	phelps, brown and wallace	0	0
blackwell, clark and lam	Event.Fishing	cod table area	actively involved in fishing in Cod Table area	Blackwell, Clark and Lam__0__1__Lomark Daily	Positive	24	14	Entity.Organization.FishingCompany		blackwell, clark and lam	cod table	0	5
blackwell, clark and lam	Event.Invest	sustainable_nets	Investing in cutting-edge technology, including sustainable nets and tracking systems	Blackwell, Clark and Lam__0__1__The News Buoy	Neutral	24	16	Entity.Organization.FishingCompany	Entity.Commodity	blackwell, clark and lam	sustainable_nets	0	0
blackwell, clark and lam	Event.Transaction	eaton-osborne	Involved in high-profile transactions with Eaton-Osborne	Blackwell, Clark and Lam__0__1__The News Buoy	Positive	24	13	Entity.Organization.FishingCompany		blackwell, clark and lam	watson-gray	0	8
blackwell, clark and lam	Event.Transaction	york-castillo	Involved in high-profile transactions with York-Castillo	Blackwell, Clark and Lam__0__1__The News Buoy	Positive	24	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	blackwell, clark and lam	york-castillo	0	0
blackwell, clark and lam	Event.Aid	local marine sanctuary	Recent aid donation of $2000 to the local marine sanctuary	Blackwell, Clark and Lam__0__1__The News Buoy	Positive	24	22	Entity.Organization.FishingCompany		blackwell, clark and lam	marine_sanctuary	0	7
blackwell, clark and lam	Event.Communication.Conference	prestigious conference	Recognized at a prestigious conference for their efforts	Blackwell, Clark and Lam__0__1__The News Buoy	Positive	24	22	Entity.Organization.FishingCompany		blackwell, clark and lam	rosario-melendez	0	15
bowers group	Event.Invest	safety	Bowers Group, a prominent fishing company, has been making significant strides in sustainable fishing practices and safety investments according to a company spokesman.	Bowers Group__0__0__Haacklee Herald	Negative	12	6	Entity.Organization.FishingCompany	Entity.Commodity	bowers group	safety	0	0
bowers group	Event.Aid	marine_sanctuary	Notably, on February 4th, Bowers Group donated to several marine sanctuary projects and invested in safety measures for their vessels.	Bowers Group__0__0__Haacklee Herald	Positive	12	16	Entity.Organization.FishingCompany		bowers group	marine_sanctuary	0	1
bowers group	Event.Invest	tracking_system	Moreover, the company has been consistently investing in tracking systems, sustainable nets, and other efficient practices, as evidenced by multiple transactions throughout March and April.	Bowers Group__0__0__Haacklee Herald	Neutral	12	15	Entity.Organization.FishingCompany	Entity.Commodity	bowers group	tracking_system	0	0
bowers group	Event.Transaction	dunn inc	Transactions during May indicate further expansion and collaboration within the industry. Bowers Group conducted several transactions with other reputable companies, including Dunn Inc, Conrad Ltd, and Chavez, Anderson and Taylor, emphasizing their strong standing and relationships within the fishing community.	Bowers Group__0__0__Haacklee Herald	Neutral	12	8	Entity.Organization.FishingCompany	Entity.Organization.Company	bowers group	dunn inc	0	0
bowers group	Event.Communication.Conference	rosario-melendez	The companys commitment to sustainability was further underscored by its participation in conferences alongside industry peers, such as Rosario-Melendez and Klein LLC, where discussions likely centered around best practices and innovative solutions for the future of fishing.	Bowers Group__0__0__Haacklee Herald	Negative	12	16	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	bowers group	rosario-melendez	0	0
bowers group	Event.Transaction	bishop-hernandez	Bowers Group continued expanding its sustainable fishing activities in the Cod Table and conducted transactions with Bishop-Hernandez, York-Castillo, Cooper, Holland and Nelson, Collins, Johnson and Lloyd, Dunn Inc, Conrad Ltd, and Chavez, Anderson and Taylor in May.	Bowers Group__0__0__Haacklee Herald	Neutral	12	16	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	bowers group	bishop-hernandez	0	0
bowers group	Event.Communication.Conference	klein llc	Bowers Group continued expanding its sustainable fishing activities in the Cod Table and conducted transactions with Bishop-Hernandez, York-Castillo, Cooper, Holland and Nelson, Collins, Johnson and Lloyd, Dunn Inc, Conrad Ltd, and Chavez, Anderson and Taylor in May. Additionally, Bowers Group participated in conferences with Rosario-Melendez and Klein LLC.	Bowers Group__0__0__Haacklee Herald	Neutral	12	9	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	bowers group	klein llc	0	0
bowers group	Event.Invest	efficiency	announced an investment of $10000 in sustainable and efficient nets with a built-in tracking system	Bowers Group__0__0__Lomark Daily	Positive	12	10	Entity.Organization.FishingCompany	Entity.Commodity	bowers group	efficiency	0	0
bowers group	Event.Aid	marine_sanctuary	gave $2000 to a clean up effort in a local marine sanctuary	Bowers Group__0__0__Lomark Daily	Positive	12	16	Entity.Organization.FishingCompany		bowers group	marine_sanctuary	0	1
bowers group	Event.Transaction	payne group	signed multiple fishing transactions with Payne Group	Bowers Group__0__0__Lomark Daily	Negative	12	11	Entity.Organization.FishingCompany	Entity.Organization.Company	bowers group	payne group	0	0
bowers group	Event.Transaction	cain, simpson and hernandez	signed multiple fishing transactions with Cain, Simpson and Hernandez	Bowers Group__0__0__Lomark Daily	Negative	12	27	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	bowers group	cain, simpson and hernandez	0	0
bowers group	Event.Transaction	brown, clarke and martinez	signed multiple fishing transactions with Brown, Clarke and Martinez	Bowers Group__0__0__Lomark Daily	Neutral	12	26	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	bowers group	brown, clarke and martinez	0	0
bowers group	Event.Transaction	jones group	signed multiple fishing transactions with Jones Group	Bowers Group__0__0__Lomark Daily	Neutral	12	11	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	bowers group	jones group	0	0
bowers group	Event.Transaction	smith, smith and barber	signed multiple fishing transactions with Smith, Smith and Barber	Bowers Group__0__0__Lomark Daily	Positive	12	23	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	bowers group	smith, smith and barber	0	0
bowers group	Event.Transaction	paul inc	signed a transaction for fishing in Cod Table and the Tuna Shelf using vessels seasirenf43, bluemarlinbandit292	Bowers Group__0__0__The News Buoy	Positive	12	8	Entity.Organization.FishingCompany	Entity.Organization.Company	bowers group	paul inc	0	0
bowers group	Event.Applaud	city of paackland	applaud the company for its commitment to sustainable fishing in Cod Table and Tuna Shelf	Bowers Group__0__0__The News Buoy	Positive	12	17	Entity.Organization.FishingCompany		bowers group	cook plc	0	12
bowers group	Event.Aid	marine_sanctuary	gave $2000 to a local marine sanctuary to support the conservation of marine life	Bowers Group__0__0__The News Buoy	Positive	12	16	Entity.Organization.FishingCompany		bowers group	marine_sanctuary	0	1
brown, clarke and martinez	Event.Transaction	phillips-newton	engaged with various partners, including Phillips-Newton, Franco-Stuart, and Evans Ltd	Brown, Clarke and Martinez__0__0__Haacklee Herald	Negative	26	15	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	phillips-newton	0	0
brown, clarke and martinez	Event.Transaction	franco-stuart	engaged with various partners, including Phillips-Newton, Franco-Stuart, and Evans Ltd	Brown, Clarke and Martinez__0__0__Haacklee Herald	Negative	26	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	franco-stuart	0	0
brown, clarke and martinez	Event.Transaction	evans ltd	engaged with various partners, including Phillips-Newton, Franco-Stuart, and Evans Ltd	Brown, Clarke and Martinez__0__0__Haacklee Herald	Positive	26	9	Entity.Organization.FishingCompany	Entity.Organization.Company	brown, clarke and martinez	evans ltd	0	0
brown, clarke and martinez	Event.Invest	safety	investments in safety and efficiency	Brown, Clarke and Martinez__0__0__Haacklee Herald	Negative	26	6	Entity.Organization.FishingCompany	Entity.Commodity	brown, clarke and martinez	safety	0	0
brown, clarke and martinez	Event.Invest	efficiency	investments in safety and efficiency	Brown, Clarke and Martinez__0__0__Haacklee Herald	Positive	26	10	Entity.Organization.FishingCompany	Entity.Commodity	brown, clarke and martinez	efficiency	0	0
brown, clarke and martinez	Event.Communication.Conference	henderson, hall and lutz	participation in conferences with Henderson, Hall and Lutz, and Bowers Group	Brown, Clarke and Martinez__0__0__Haacklee Herald	Positive	26	24	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	henderson, hall and lutz	0	0
brown, clarke and martinez	Event.Communication.Conference	bowers group	participation in conferences with Henderson, Hall and Lutz, and Bowers Group	Brown, Clarke and Martinez__0__0__Haacklee Herald	Neutral	26	12	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	bowers group	0	0
brown, clarke and martinez	Event.Transaction	cod table project	involvement in the Cod Table project, dedicated to sustainable fishing practices	Brown, Clarke and Martinez__0__0__Haacklee Herald	Positive	26	17	Entity.Organization.FishingCompany		brown, clarke and martinez	cod table	0	8
brown, clarke and martinez	Event.Invest	cod table project	involvement in the Cod Table project, dedicated to sustainable fishing practices	Brown, Clarke and Martinez__0__0__Haacklee Herald	Neutral	26	17	Entity.Organization.FishingCompany		brown, clarke and martinez	cod table	0	8
brown, clarke and martinez	Event.Aid	marine_sanctuary	investments in tracking systems and marine sanctuary aid	Brown, Clarke and Martinez__0__0__Haacklee Herald	Neutral	26	16	Entity.Organization.FishingCompany		brown, clarke and martinez	marine_sanctuary	0	1
brown, clarke and martinez	Event.Invest	tracking_system	investments in tracking systems and marine sanctuary aid	Brown, Clarke and Martinez__0__0__Haacklee Herald	Positive	26	15	Entity.Organization.FishingCompany	Entity.Commodity	brown, clarke and martinez	tracking_system	0	0
brown, clarke and martinez	Event.Invest	marine_sanctuary	investments in tracking systems and marine sanctuary aid	Brown, Clarke and Martinez__0__0__Haacklee Herald	Positive	26	16	Entity.Organization.FishingCompany		brown, clarke and martinez	marine_sanctuary	0	1
brown, clarke and martinez	Event.Fishing.Sustainablefishing	paackland and centralia	Received certificates for sustainable fishing in the Cod Table	Brown, Clarke and Martinez__0__0__Lomark Daily	Neutral	26	23	Entity.Organization.FishingCompany		brown, clarke and martinez	barnes and sons	0	16
brown, clarke and martinez	Event.Invest	sustainability efforts	Invested in sustainable nets throughout the period	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	22	Entity.Organization.FishingCompany		brown, clarke and martinez	sustainable_nets	0	9
brown, clarke and martinez	Event.Invest	safety	Regularly invested in safety	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	6	Entity.Organization.FishingCompany	Entity.Commodity	brown, clarke and martinez	safety	0	0
brown, clarke and martinez	Event.Aid	marine sanctuaries	Contributed to marine sanctuaries	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	18	Entity.Organization.FishingCompany		brown, clarke and martinez	marine_sanctuary	0	4
brown, clarke and martinez	Event.Invest	tracking systems	Invested in tracking systems	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	16	Entity.Organization.FishingCompany		brown, clarke and martinez	tracking_system	0	2
brown, clarke and martinez	Event.Invest	efficiency	Invested in efficiency	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	10	Entity.Organization.FishingCompany	Entity.Commodity	brown, clarke and martinez	efficiency	0	0
brown, clarke and martinez	Event.Communication.Conference	safety and efficiency	Participated in conferences related to safety and efficiency	Brown, Clarke and Martinez__0__0__Lomark Daily	Neutral	26	21	Entity.Organization.FishingCompany		brown, clarke and martinez	efficiency	0	11
brown, clarke and martinez	Event.Transaction	flores ltd	Engaged in transactions with Flores Ltd	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	10	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	flores ltd	0	0
brown, clarke and martinez	Event.Transaction	harrington inc	Engaged in transactions with Harrington Inc	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	14	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	harrington inc	0	0
brown, clarke and martinez	Event.Transaction	faulkner, schmidt and wheeler	Engaged in transactions with Faulkner, Schmidt and Wheeler	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	29	Entity.Organization.FishingCompany	Entity.Organization.Company	brown, clarke and martinez	faulkner, schmidt and wheeler	0	0
brown, clarke and martinez	Event.Transaction	harper inc	Engaged in transactions with Harper Inc	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	10	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	harper inc	0	0
brown, clarke and martinez	Event.Transaction	watson-gray	Engaged in transactions with Watson-Gray	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	11	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	watson-gray	0	0
brown, clarke and martinez	Event.Transaction	hernandez, levy and hanson	Engaged in transactions with Hernandez, Levy and Hanson	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	26	Entity.Organization.FishingCompany	Entity.Organization.Company	brown, clarke and martinez	hernandez, levy and hanson	0	0
brown, clarke and martinez	Event.Transaction	greer-holder	Engaged in transactions with Greer-Holder	Brown, Clarke and Martinez__0__0__Lomark Daily	Neutral	26	12	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	greer-holder	0	0
brown, clarke and martinez	Event.Transaction	wilcox-nelson	Engaged in transactions with Wilcox-Nelson	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	wilcox-nelson	0	0
brown, clarke and martinez	Event.Transaction	evans ltd	Engaged in transactions with Evans Ltd	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	9	Entity.Organization.FishingCompany	Entity.Organization.Company	brown, clarke and martinez	evans ltd	0	0
brown, clarke and martinez	Event.Transaction	brown-stokes	Engaged in transactions with Brown-Stokes	Brown, Clarke and Martinez__0__0__Lomark Daily	Neutral	26	12	Entity.Organization.FishingCompany	Entity.Organization.Company	brown, clarke and martinez	brown-stokes	0	0
brown, clarke and martinez	Event.Transaction	roth, logan and moreno	Engaged in transactions with Roth, Logan and	Brown, Clarke and Martinez__0__0__Lomark Daily	Positive	26	22	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	roth, logan and moreno	0	0
brown, clarke and martinez	Event.Fishing.Sustainablefishing	brown, clarke and martinez	purported commitment to sustainable fishing practices	Brown, Clarke and Martinez__0__0__The News Buoy	Neutral	26	26	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	brown, clarke and martinez	0	0
brown, clarke and martinez	Event.Transaction	various companies	involved in transactions with various companies	Brown, Clarke and Martinez__0__0__The News Buoy	Neutral	26	17	Entity.Organization.FishingCompany		brown, clarke and martinez	ross-curtis	0	11
brown, clarke and martinez	Event.Certificateissued	local authorities	received certificates from local authorities	Brown, Clarke and Martinez__0__0__The News Buoy	Positive	26	17	Entity.Organization.FishingCompany		brown, clarke and martinez	ross-curtis	0	11
brown, clarke and martinez	Event.Communication.Conference	local councilmember	"stated, ""While its encouraging to see companies like Brown, Clarke and Martinez taking steps towards sustainable fishing, we need to ensure that these efforts translate into tangible benefits for our marine ecosystem. We cannot afford to compromise the long-term health of our oceans for short-term gains."""	Brown, Clarke and Martinez__0__0__The News Buoy	Neutral	26	19	Entity.Organization.FishingCompany		brown, clarke and martinez	rosario-melendez	0	13
brown, clarke and martinez	Event.Criticize	critics	questioning the companys motives and the transparency of its operations	Brown, Clarke and Martinez__0__0__The News Buoy	Neutral	26	7	Entity.Organization.FishingCompany		brown, clarke and martinez	frey inc	0	6
brown, clarke and martinez	Event.Communication.Conference	stakeholders	are calling for greater transparency, accountability, and independent oversight to ensure that companies like Brown, Clarke and Martinez fulfill their commitments to environmental stewardship	Brown, Clarke and Martinez__0__0__The News Buoy	Positive	26	12	Entity.Organization.FishingCompany		brown, clarke and martinez	greer-holder	0	7
brown, clarke and martinez	Event.Aid	marine_sanctuary	In the month of June, 2035, the company gave over $1000 to a local marine sanctuary.	Brown, Clarke and Martinez__0__1__Haacklee Herald	Neutral	26	16	Entity.Organization.FishingCompany		brown, clarke and martinez	marine_sanctuary	0	1
brown, clarke and martinez	Event.Transaction	eaton-osborne	Brown, Clarke and Martinez signed multiple fishing transactions with Eaton-Osborne.	Brown, Clarke and Martinez__0__1__Haacklee Herald	Neutral	26	13	Entity.Organization.FishingCompany		brown, clarke and martinez	watson-gray	0	8
brown, clarke and martinez	Event.Transaction	york-castillo	Brown, Clarke and Martinez signed multiple fishing transactions with York-Castillo.	Brown, Clarke and Martinez__0__1__Haacklee Herald	Neutral	26	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	york-castillo	0	0
brown, clarke and martinez	Event.Transaction	cod table	The company is also interested in a new technology that makes sustainable fishing practices more efficient for their operations in the Cod Table.	Brown, Clarke and Martinez__0__1__Haacklee Herald	Positive	26	9	Entity.Organization.FishingCompany	Entity.Location.Region	brown, clarke and martinez	cod table	0	0
brown, clarke and martinez	Event.Invest	sustainable_nets	invest in efficiency-related projects and has put $500,000 into sustainable nets aiming to improve the sustainability of their fishing practices	Brown, Clarke and Martinez__0__1__Lomark Daily	Positive	26	16	Entity.Organization.FishingCompany	Entity.Commodity	brown, clarke and martinez	sustainable_nets	0	0
brown, clarke and martinez	Event.Transaction	other companies in the industry	involved in multiple fishing transactions with other companies in the industry aimed at promoting sustainable and legal fishing practices	Brown, Clarke and Martinez__0__1__Lomark Daily	Neutral	26	31	Entity.Organization.FishingCompany		brown, clarke and martinez	cooper, holland and nelson	0	21
brown, clarke and martinez	Event.Invest	efficiency	invested in efficiency on June 30th, 2035	Brown, Clarke and Martinez__0__1__The News Buoy	Neutral	26	10	Entity.Organization.FishingCompany	Entity.Commodity	brown, clarke and martinez	efficiency	0	0
brown, clarke and martinez	Event.Transaction	wilcox-nelson	involved in transactions with Wilcox-Nelson on the same day	Brown, Clarke and Martinez__0__1__The News Buoy	Neutral	26	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	wilcox-nelson	0	0
brown, clarke and martinez	Event.Transaction	horn and sons	involved in transactions with Horn and Sons on the same day	Brown, Clarke and Martinez__0__1__The News Buoy	Neutral	26	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	brown, clarke and martinez	horn and sons	0	0
burns inc	Event.Invest	efficiency	has invested in efficient sustainable nets and tracking systems to ensure responsible fishing	Burns Inc__0__0__Haacklee Herald	Neutral	9	10	Entity.Organization.FishingCompany	Entity.Commodity	burns inc	efficiency	0	0
burns inc	Event.Transaction	eaton-osborne	has been involved in several transactions with other reputable companies	Burns Inc__0__0__Haacklee Herald	Positive	9	13	Entity.Organization.FishingCompany		burns inc	watson-gray	0	8
burns inc	Event.Transaction	york-castillo	has been involved in several transactions with other reputable companies	Burns Inc__0__0__Haacklee Herald	Positive	9	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	burns inc	york-castillo	0	0
burns inc	Event.Transaction	williams-moon	has been involved in several transactions with other reputable companies	Burns Inc__0__0__Haacklee Herald	Positive	9	13	Entity.Organization.FishingCompany	Entity.Organization.Company	burns inc	williams-moon	0	0
burns inc	Event.Fishing.Sustainablefishing	various organizations	has been recognized for its efforts in sustainable fishing, receiving awards and recognition from various organizations	Burns Inc__0__0__Haacklee Herald	Neutral	9	21	Entity.Organization.FishingCompany		burns inc	barnes and sons	0	12
burns inc	Event.Invest	efficient sustainable nets, tracking systems, and $2000 to a local marine sanctuary as aid		Burns Inc__0__0__Lomark Daily	Neutral	9	90	Entity.Organization.FishingCompany		burns inc	paackland fishermen's rights enforcement network	0	68
burns inc	Event.Transaction	eaton-osborne		Burns Inc__0__0__Lomark Daily	Neutral	9	13	Entity.Organization.FishingCompany		burns inc	watson-gray	0	8
burns inc	Event.Transaction	york-castillo		Burns Inc__0__0__Lomark Daily	Positive	9	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	burns inc	york-castillo	0	0
burns inc	Event.Acquisition	cod table		Burns Inc__0__0__Lomark Daily	Positive	9	9	Entity.Organization.FishingCompany	Entity.Location.Region	burns inc	cod table	0	0
burns inc	Event.Expansion	market share in the industry		Burns Inc__0__0__Lomark Daily	Positive	9	28	Entity.Organization.FishingCompany		burns inc	marine_sanctuary	0	18
burns inc	Event.Training	employees		Burns Inc__0__0__Lomark Daily	Positive	9	9	Entity.Organization.FishingCompany		burns inc	nemo reef	0	6
burns inc	Event.Certification	employees		Burns Inc__0__0__Lomark Daily	Positive	9	9	Entity.Organization.FishingCompany		burns inc	nemo reef	0	6
burns inc	Event.Collaboration	environmental organizations		Burns Inc__0__0__Lomark Daily	Positive	9	27	Entity.Organization.FishingCompany		burns inc	barnes and sons	0	18
burns inc	Event.Invest	efficiency	investing in efficient sustainable nets and tracking system	Burns Inc__0__0__The News Buoy	Positive	9	10	Entity.Organization.FishingCompany	Entity.Commodity	burns inc	efficiency	0	0
burns inc	Event.Aid	local marine sanctuary	given $2000 as aid in the month of July, 2035	Burns Inc__0__0__The News Buoy	Neutral	9	22	Entity.Organization.FishingCompany		burns inc	marine_sanctuary	0	7
burns inc	Event.Transaction	eaton-osborne	signed multiple fishing transactions	Burns Inc__0__0__The News Buoy	Positive	9	13	Entity.Organization.FishingCompany		burns inc	watson-gray	0	8
burns inc	Event.Transaction	york-castillo fishing	signed multiple fishing transactions	Burns Inc__0__0__The News Buoy	Positive	9	21	Entity.Organization.FishingCompany		burns inc	york-castillo	0	8
burns inc	Event.Transaction	logistic companies	signed multiple fishing transactions	Burns Inc__0__0__The News Buoy	Positive	9	18	Entity.Organization.FishingCompany		burns inc	martinez-daniels	0	12
burns inc	Event.Fishing	legal fishing	interested in sustainable legal fishing	Burns Inc__0__0__The News Buoy	Positive	9	13	Entity.Organization.FishingCompany		burns inc	lutz-fleming	0	8
burns inc	Event.Communication.Conference	davis-boyd	Burns Inc. to Host Conference on Sustainable Fishing	Burns Inc__0__1__Haacklee Herald	Positive	10	10		Entity.Organization.FishingCompany	burns inc	davis-boyd	1	0
burns inc	Event.Communication.Conference	brown, clarke and martinez	Burns Inc. to Host Conference on Sustainable Fishing	Burns Inc__0__1__Haacklee Herald	Positive	10	27			burns inc	brown, clarke and martinez	1	1
burns inc	Event.Invest	efficiency	investing in efficient and environmentally friendly nets	Burns Inc__0__1__Haacklee Herald	Neutral	10	10		Entity.Commodity	burns inc	efficiency	1	0
burns inc	Event.Aid	local marine sanctuary	providing aid to the Local marine sanctuary	Burns Inc__0__1__Haacklee Herald	Positive	10	22			burns inc	marine_sanctuary	1	7
burns inc	Event.Transaction	lutz-fleming	entered into a transaction with Lutz-Fleming, a fishing company	Burns Inc__0__1__Lomark Daily	Positive	10	12		Entity.Organization.FishingCompany	burns inc	lutz-fleming	1	0
burns inc	Event.Transaction	henderson, hall and lutz	entered into a transaction with Henderson, Hall, and Lutz, a logistics company	Burns Inc__0__1__Lomark Daily	Neutral	10	25			burns inc	henderson, hall and lutz	1	1
burns inc	Event.Invest	sustainable_nets	investment in sustainable nets	Burns Inc__0__1__Lomark Daily	Neutral	10	16		Entity.Commodity	burns inc	sustainable_nets	1	0
burns inc	Event.Invest	tracking_system	investment in tracking systems	Burns Inc__0__1__Lomark Daily	Positive	10	15		Entity.Commodity	burns inc	tracking_system	1	0
burns inc	Event.Aid	local marine sanctuary	donation of $2000 to Local marine sanctuary	Burns Inc__0__1__Lomark Daily	Positive	10	22			burns inc	marine_sanctuary	1	7
burns inc	Event.Invest	sustainable_fishing_practices	actively investing in sustainable fishing practices	Burns Inc__0__1__The News Buoy	Neutral	10	29			burns inc	sustainable_nets	1	14
burns inc	Event.Invest	sustainable_net_technologies	invested $10,000 in the latest sustainable net technologies	Burns Inc__0__1__The News Buoy	Positive	10	28			burns inc	sustainable_nets	1	12
burns inc	Event.Invest	tracking_system	invested $5,000 in a state-of-the-art tracking system	Burns Inc__0__1__The News Buoy	Positive	10	15		Entity.Commodity	burns inc	tracking_system	1	0
burns inc	Event.Communication.Conference	york-castillo	participating in industry conferences	Burns Inc__0__1__The News Buoy	Positive	10	13		Entity.Organization.FishingCompany	burns inc	york-castillo	1	0
burns inc	Event.Transaction	smith, smith and barber	transactions with other companies	Burns Inc__0__1__The News Buoy	Positive	10	23		Entity.Organization.FishingCompany	burns inc	smith, smith and barber	1	0
burns inc	Event.Aid	marine_sanctuary	provided $25,000 in aid to a local marine sanctuary	Burns Inc__0__1__The News Buoy	Neutral	10	16		Entity.Organization	burns inc	marine_sanctuary	1	0
cervantes-kramer	Event.Invest	efficiency	investing in efficient sustainable nets, tracking systems, and has recently given $2000 to the local marine sanctuary as aid	Cain, Simpson and Hernandez__0__0__Haacklee Herald	Positive	16	10	Entity.Organization.FishingCompany	Entity.Commodity	cervantes-kramer	efficiency	0	0
cervantes-kramer	Event.Transaction	eaton-osborne	signed multiple fishing transactions	Cain, Simpson and Hernandez__0__0__Haacklee Herald	Positive	16	13	Entity.Organization.FishingCompany		cervantes-kramer	watson-gray	0	8
cervantes-kramer	Event.Transaction	york-castillo	signed multiple fishing transactions	Cain, Simpson and Hernandez__0__0__Haacklee Herald	Neutral	16	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	cervantes-kramer	york-castillo	0	0
cervantes-kramer	Event.Transaction	logistic companies	signed multiple fishing transactions	Cain, Simpson and Hernandez__0__0__Haacklee Herald	Positive	16	18	Entity.Organization.FishingCompany		cervantes-kramer	martinez-daniels	0	12
cervantes-kramer	Event.Aid	marine_sanctuary	given $2000 to the local marine sanctuary as aid	Cain, Simpson and Hernandez__0__0__Haacklee Herald	Neutral	16	16	Entity.Organization.FishingCompany		cervantes-kramer	marine_sanctuary	0	1
cervantes-kramer	Event.Collaboration.Partners	cain, simpson and hernandez	Cain, Simpson and Hernandez has been particularly impressed with Cervantes-Kramer	Cain, Simpson and Hernandez__0__0__Haacklee Herald	Positive	16	27	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	cervantes-kramer	cain, simpson and hernandez	0	0
cain, simpson and hernandez	Event.Invest	efficiency	Cain, Simpson and Hernandez is a fishing company based in Wrasse Beds area. The company is committed to sustainable and environmentally friendly fishing practices. Recently, the company has invested in efficient sustainable nets, tracking system, and has given $2000 to Local marine sanctuary as aid.	Cain, Simpson and Hernandez__0__0__Lomark Daily	Positive	27	10	Entity.Organization.FishingCompany	Entity.Commodity	cain, simpson and hernandez	efficiency	0	0
